GEO_ID,NAME,FIPS,Cty_Name,St_Name,FlashFloodCount
0500000US01001,"Autauga County, Alabama",01001,Autauga County,Alabama,0
0500000US01003,"Baldwin County, Alabama",01003,Baldwin County,Alabama,5
0500000US01005,"Barbour County, Alabama",01005,Barbour County,Alabama,0
0500000US01007,"Bibb County, Alabama",01007,Bibb County,Alabama,0
0500000US01009,"Blount County, Alabama",01009,Blount County,Alabama,0
0500000US01011,"Bullock County, Alabama",01011,Bullock County,Alabama,0
0500000US01013,"Butler County, Alabama",01013,Butler County,Alabama,0
0500000US01015,"Calhoun County, Alabama",01015,Calhoun County,Alabama,1
0500000US01017,"Chambers County, Alabama",01017,Chambers County,Alabama,0
0500000US01019,"Cherokee County, Alabama",01019,Cherokee County,Alabama,1
0500000US01021,"Chilton County, Alabama",01021,Chilton County,Alabama,1
0500000US01023,"Choctaw County, Alabama",01023,Choctaw County,Alabama,0
0500000US01025,"Clarke County, Alabama",01025,Clarke County,Alabama,0
0500000US01027,"Clay County, Alabama",01027,Clay County,Alabama,0
0500000US01029,"Cleburne County, Alabama",01029,Cleburne County,Alabama,1
0500000US01031,"Coffee County, Alabama",01031,Coffee County,Alabama,0
0500000US01033,"Colbert County, Alabama",01033,Colbert County,Alabama,0
0500000US01035,"Conecuh County, Alabama",01035,Conecuh County,Alabama,0
0500000US01037,"Coosa County, Alabama",01037,Coosa County,Alabama,0
0500000US01039,"Covington County, Alabama",01039,Covington County,Alabama,0
0500000US01041,"Crenshaw County, Alabama",01041,Crenshaw County,Alabama,0
0500000US01043,"Cullman County, Alabama",01043,Cullman County,Alabama,3
0500000US01045,"Dale County, Alabama",01045,Dale County,Alabama,0
0500000US01047,"Dallas County, Alabama",01047,Dallas County,Alabama,1
0500000US01049,"DeKalb County, Alabama",01049,DeKalb County,Alabama,1
0500000US01051,"Elmore County, Alabama",01051,Elmore County,Alabama,0
0500000US01053,"Escambia County, Alabama",01053,Escambia County,Alabama,2
0500000US01055,"Etowah County, Alabama",01055,Etowah County,Alabama,0
0500000US01057,"Fayette County, Alabama",01057,Fayette County,Alabama,2
0500000US01059,"Franklin County, Alabama",01059,Franklin County,Alabama,0
0500000US01061,"Geneva County, Alabama",01061,Geneva County,Alabama,0
0500000US01063,"Greene County, Alabama",01063,Greene County,Alabama,0
0500000US01065,"Hale County, Alabama",01065,Hale County,Alabama,0
0500000US01067,"Henry County, Alabama",01067,Henry County,Alabama,0
0500000US01069,"Houston County, Alabama",01069,Houston County,Alabama,0
0500000US01071,"Jackson County, Alabama",01071,Jackson County,Alabama,2
0500000US01073,"Jefferson County, Alabama",01073,Jefferson County,Alabama,2
0500000US01075,"Lamar County, Alabama",01075,Lamar County,Alabama,1
0500000US01077,"Lauderdale County, Alabama",01077,Lauderdale County,Alabama,2
0500000US01079,"Lawrence County, Alabama",01079,Lawrence County,Alabama,4
0500000US01081,"Lee County, Alabama",01081,Lee County,Alabama,1
0500000US01083,"Limestone County, Alabama",01083,Limestone County,Alabama,0
0500000US01085,"Lowndes County, Alabama",01085,Lowndes County,Alabama,0
0500000US01087,"Macon County, Alabama",01087,Macon County,Alabama,0
0500000US01089,"Madison County, Alabama",01089,Madison County,Alabama,0
0500000US01091,"Marengo County, Alabama",01091,Marengo County,Alabama,0
0500000US01093,"Marion County, Alabama",01093,Marion County,Alabama,0
0500000US01095,"Marshall County, Alabama",01095,Marshall County,Alabama,0
0500000US01097,"Mobile County, Alabama",01097,Mobile County,Alabama,5
0500000US01099,"Monroe County, Alabama",01099,Monroe County,Alabama,0
0500000US01101,"Montgomery County, Alabama",01101,Montgomery County,Alabama,2
0500000US01103,"Morgan County, Alabama",01103,Morgan County,Alabama,8
0500000US01105,"Perry County, Alabama",01105,Perry County,Alabama,0
0500000US01107,"Pickens County, Alabama",01107,Pickens County,Alabama,0
0500000US01109,"Pike County, Alabama",01109,Pike County,Alabama,0
0500000US01111,"Randolph County, Alabama",01111,Randolph County,Alabama,0
0500000US01113,"Russell County, Alabama",01113,Russell County,Alabama,1
0500000US01115,"St. Clair County, Alabama",01115,St. Clair County,Alabama,0
0500000US01117,"Shelby County, Alabama",01117,Shelby County,Alabama,3
0500000US01119,"Sumter County, Alabama",01119,Sumter County,Alabama,0
0500000US01121,"Talladega County, Alabama",01121,Talladega County,Alabama,1
0500000US01123,"Tallapoosa County, Alabama",01123,Tallapoosa County,Alabama,0
0500000US01125,"Tuscaloosa County, Alabama",01125,Tuscaloosa County,Alabama,1
0500000US01127,"Walker County, Alabama",01127,Walker County,Alabama,0
0500000US01129,"Washington County, Alabama",01129,Washington County,Alabama,0
0500000US01131,"Wilcox County, Alabama",01131,Wilcox County,Alabama,0
0500000US01133,"Winston County, Alabama",01133,Winston County,Alabama,1
0500000US02013,"Aleutians East Borough, Alaska",02013,Aleutians East Borough,Alaska,0
0500000US02016,"Aleutians West Census Area, Alaska",02016,Aleutians West Census Area,Alaska,0
0500000US02020,"Anchorage Municipality, Alaska",02020,Anchorage Municipality,Alaska,0
0500000US02050,"Bethel Census Area, Alaska",02050,Bethel Census Area,Alaska,0
0500000US02060,"Bristol Bay Borough, Alaska",02060,Bristol Bay Borough,Alaska,0
0500000US02063,"Chugach Census Area, Alaska",02063,Chugach Census Area,Alaska,0
0500000US02066,"Copper River Census Area, Alaska",02066,Copper River Census Area,Alaska,0
0500000US02068,"Denali Borough, Alaska",02068,Denali Borough,Alaska,0
0500000US02070,"Dillingham Census Area, Alaska",02070,Dillingham Census Area,Alaska,0
0500000US02090,"Fairbanks North Star Borough, Alaska",02090,Fairbanks North Star Borough,Alaska,0
0500000US02100,"Haines Borough, Alaska",02100,Haines Borough,Alaska,0
0500000US02105,"Hoonah-Angoon Census Area, Alaska",02105,Hoonah-Angoon Census Area,Alaska,0
0500000US02110,"Juneau City and Borough, Alaska",02110,Juneau City and Borough,Alaska,0
0500000US02122,"Kenai Peninsula Borough, Alaska",02122,Kenai Peninsula Borough,Alaska,0
0500000US02130,"Ketchikan Gateway Borough, Alaska",02130,Ketchikan Gateway Borough,Alaska,0
0500000US02150,"Kodiak Island Borough, Alaska",02150,Kodiak Island Borough,Alaska,0
0500000US02158,"Kusilvak Census Area, Alaska",02158,Kusilvak Census Area,Alaska,0
0500000US02164,"Lake and Peninsula Borough, Alaska",02164,Lake and Peninsula Borough,Alaska,0
0500000US02170,"Matanuska-Susitna Borough, Alaska",02170,Matanuska-Susitna Borough,Alaska,0
0500000US02180,"Nome Census Area, Alaska",02180,Nome Census Area,Alaska,0
0500000US02185,"North Slope Borough, Alaska",02185,North Slope Borough,Alaska,0
0500000US02188,"Northwest Arctic Borough, Alaska",02188,Northwest Arctic Borough,Alaska,0
0500000US02195,"Petersburg Borough, Alaska",02195,Petersburg Borough,Alaska,0
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",02198,Prince of Wales-Hyder Census Area,Alaska,0
0500000US02220,"Sitka City and Borough, Alaska",02220,Sitka City and Borough,Alaska,0
0500000US02230,"Skagway Municipality, Alaska",02230,Skagway Municipality,Alaska,0
0500000US02240,"Southeast Fairbanks Census Area, Alaska",02240,Southeast Fairbanks Census Area,Alaska,0
0500000US02275,"Wrangell City and Borough, Alaska",02275,Wrangell City and Borough,Alaska,0
0500000US02282,"Yakutat City and Borough, Alaska",02282,Yakutat City and Borough,Alaska,0
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",02290,Yukon-Koyukuk Census Area,Alaska,0
0500000US04001,"Apache County, Arizona",04001,Apache County,Arizona,0
0500000US04003,"Cochise County, Arizona",04003,Cochise County,Arizona,0
0500000US04005,"Coconino County, Arizona",04005,Coconino County,Arizona,0
0500000US04007,"Gila County, Arizona",04007,Gila County,Arizona,0
0500000US04009,"Graham County, Arizona",04009,Graham County,Arizona,0
0500000US04011,"Greenlee County, Arizona",04011,Greenlee County,Arizona,0
0500000US04012,"La Paz County, Arizona",04012,La Paz County,Arizona,0
0500000US04013,"Maricopa County, Arizona",04013,Maricopa County,Arizona,2
0500000US04015,"Mohave County, Arizona",04015,Mohave County,Arizona,11
0500000US04017,"Navajo County, Arizona",04017,Navajo County,Arizona,0
0500000US04019,"Pima County, Arizona",04019,Pima County,Arizona,0
0500000US04021,"Pinal County, Arizona",04021,Pinal County,Arizona,0
0500000US04023,"Santa Cruz County, Arizona",04023,Santa Cruz County,Arizona,0
0500000US04025,"Yavapai County, Arizona",04025,Yavapai County,Arizona,0
0500000US04027,"Yuma County, Arizona",04027,Yuma County,Arizona,0
0500000US05001,"Arkansas County, Arkansas",05001,Arkansas County,Arkansas,0
0500000US05003,"Ashley County, Arkansas",05003,Ashley County,Arkansas,1
0500000US05005,"Baxter County, Arkansas",05005,Baxter County,Arkansas,0
0500000US05007,"Benton County, Arkansas",05007,Benton County,Arkansas,1
0500000US05009,"Boone County, Arkansas",05009,Boone County,Arkansas,0
0500000US05011,"Bradley County, Arkansas",05011,Bradley County,Arkansas,0
0500000US05013,"Calhoun County, Arkansas",05013,Calhoun County,Arkansas,0
0500000US05015,"Carroll County, Arkansas",05015,Carroll County,Arkansas,0
0500000US05017,"Chicot County, Arkansas",05017,Chicot County,Arkansas,1
0500000US05019,"Clark County, Arkansas",05019,Clark County,Arkansas,1
0500000US05021,"Clay County, Arkansas",05021,Clay County,Arkansas,3
0500000US05023,"Cleburne County, Arkansas",05023,Cleburne County,Arkansas,0
0500000US05025,"Cleveland County, Arkansas",05025,Cleveland County,Arkansas,0
0500000US05027,"Columbia County, Arkansas",05027,Columbia County,Arkansas,0
0500000US05029,"Conway County, Arkansas",05029,Conway County,Arkansas,0
0500000US05031,"Craighead County, Arkansas",05031,Craighead County,Arkansas,1
0500000US05033,"Crawford County, Arkansas",05033,Crawford County,Arkansas,2
0500000US05035,"Crittenden County, Arkansas",05035,Crittenden County,Arkansas,2
0500000US05037,"Cross County, Arkansas",05037,Cross County,Arkansas,0
0500000US05039,"Dallas County, Arkansas",05039,Dallas County,Arkansas,0
0500000US05041,"Desha County, Arkansas",05041,Desha County,Arkansas,1
0500000US05043,"Drew County, Arkansas",05043,Drew County,Arkansas,1
0500000US05045,"Faulkner County, Arkansas",05045,Faulkner County,Arkansas,2
0500000US05047,"Franklin County, Arkansas",05047,Franklin County,Arkansas,1
0500000US05049,"Fulton County, Arkansas",05049,Fulton County,Arkansas,2
0500000US05051,"Garland County, Arkansas",05051,Garland County,Arkansas,4
0500000US05053,"Grant County, Arkansas",05053,Grant County,Arkansas,0
0500000US05055,"Greene County, Arkansas",05055,Greene County,Arkansas,3
0500000US05057,"Hempstead County, Arkansas",05057,Hempstead County,Arkansas,2
0500000US05059,"Hot Spring County, Arkansas",05059,Hot Spring County,Arkansas,1
0500000US05061,"Howard County, Arkansas",05061,Howard County,Arkansas,0
0500000US05063,"Independence County, Arkansas",05063,Independence County,Arkansas,1
0500000US05065,"Izard County, Arkansas",05065,Izard County,Arkansas,0
0500000US05067,"Jackson County, Arkansas",05067,Jackson County,Arkansas,1
0500000US05069,"Jefferson County, Arkansas",05069,Jefferson County,Arkansas,3
0500000US05071,"Johnson County, Arkansas",05071,Johnson County,Arkansas,0
0500000US05073,"Lafayette County, Arkansas",05073,Lafayette County,Arkansas,2
0500000US05075,"Lawrence County, Arkansas",05075,Lawrence County,Arkansas,2
0500000US05077,"Lee County, Arkansas",05077,Lee County,Arkansas,0
0500000US05079,"Lincoln County, Arkansas",05079,Lincoln County,Arkansas,0
0500000US05081,"Little River County, Arkansas",05081,Little River County,Arkansas,0
0500000US05083,"Logan County, Arkansas",05083,Logan County,Arkansas,0
0500000US05085,"Lonoke County, Arkansas",05085,Lonoke County,Arkansas,4
0500000US05087,"Madison County, Arkansas",05087,Madison County,Arkansas,0
0500000US05089,"Marion County, Arkansas",05089,Marion County,Arkansas,1
0500000US05091,"Miller County, Arkansas",05091,Miller County,Arkansas,3
0500000US05093,"Mississippi County, Arkansas",05093,Mississippi County,Arkansas,3
0500000US05095,"Monroe County, Arkansas",05095,Monroe County,Arkansas,0
0500000US05097,"Montgomery County, Arkansas",05097,Montgomery County,Arkansas,3
0500000US05099,"Nevada County, Arkansas",05099,Nevada County,Arkansas,2
0500000US05101,"Newton County, Arkansas",05101,Newton County,Arkansas,0
0500000US05103,"Ouachita County, Arkansas",05103,Ouachita County,Arkansas,1
0500000US05105,"Perry County, Arkansas",05105,Perry County,Arkansas,0
0500000US05107,"Phillips County, Arkansas",05107,Phillips County,Arkansas,1
0500000US05109,"Pike County, Arkansas",05109,Pike County,Arkansas,3
0500000US05111,"Poinsett County, Arkansas",05111,Poinsett County,Arkansas,0
0500000US05113,"Polk County, Arkansas",05113,Polk County,Arkansas,0
0500000US05115,"Pope County, Arkansas",05115,Pope County,Arkansas,1
0500000US05117,"Prairie County, Arkansas",05117,Prairie County,Arkansas,0
0500000US05119,"Pulaski County, Arkansas",05119,Pulaski County,Arkansas,6
0500000US05121,"Randolph County, Arkansas",05121,Randolph County,Arkansas,0
0500000US05123,"St. Francis County, Arkansas",05123,St. Francis County,Arkansas,2
0500000US05125,"Saline County, Arkansas",05125,Saline County,Arkansas,2
0500000US05127,"Scott County, Arkansas",05127,Scott County,Arkansas,2
0500000US05129,"Searcy County, Arkansas",05129,Searcy County,Arkansas,1
0500000US05131,"Sebastian County, Arkansas",05131,Sebastian County,Arkansas,3
0500000US05133,"Sevier County, Arkansas",05133,Sevier County,Arkansas,1
0500000US05135,"Sharp County, Arkansas",05135,Sharp County,Arkansas,4
0500000US05137,"Stone County, Arkansas",05137,Stone County,Arkansas,1
0500000US05139,"Union County, Arkansas",05139,Union County,Arkansas,2
0500000US05141,"Van Buren County, Arkansas",05141,Van Buren County,Arkansas,1
0500000US05143,"Washington County, Arkansas",05143,Washington County,Arkansas,4
0500000US05145,"White County, Arkansas",05145,White County,Arkansas,0
0500000US05147,"Woodruff County, Arkansas",05147,Woodruff County,Arkansas,0
0500000US05149,"Yell County, Arkansas",05149,Yell County,Arkansas,1
0500000US06001,"Alameda County, California",06001,Alameda County,California,0
0500000US06003,"Alpine County, California",06003,Alpine County,California,0
0500000US06005,"Amador County, California",06005,Amador County,California,0
0500000US06007,"Butte County, California",06007,Butte County,California,0
0500000US06009,"Calaveras County, California",06009,Calaveras County,California,0
0500000US06011,"Colusa County, California",06011,Colusa County,California,0
0500000US06013,"Contra Costa County, California",06013,Contra Costa County,California,0
0500000US06015,"Del Norte County, California",06015,Del Norte County,California,0
0500000US06017,"El Dorado County, California",06017,El Dorado County,California,0
0500000US06019,"Fresno County, California",06019,Fresno County,California,0
0500000US06021,"Glenn County, California",06021,Glenn County,California,0
0500000US06023,"Humboldt County, California",06023,Humboldt County,California,0
0500000US06025,"Imperial County, California",06025,Imperial County,California,0
0500000US06027,"Inyo County, California",06027,Inyo County,California,0
0500000US06029,"Kern County, California",06029,Kern County,California,0
0500000US06031,"Kings County, California",06031,Kings County,California,0
0500000US06033,"Lake County, California",06033,Lake County,California,0
0500000US06035,"Lassen County, California",06035,Lassen County,California,0
0500000US06037,"Los Angeles County, California",06037,Los Angeles County,California,11
0500000US06039,"Madera County, California",06039,Madera County,California,0
0500000US06041,"Marin County, California",06041,Marin County,California,0
0500000US06043,"Mariposa County, California",06043,Mariposa County,California,0
0500000US06045,"Mendocino County, California",06045,Mendocino County,California,0
0500000US06047,"Merced County, California",06047,Merced County,California,1
0500000US06049,"Modoc County, California",06049,Modoc County,California,0
0500000US06051,"Mono County, California",06051,Mono County,California,0
0500000US06053,"Monterey County, California",06053,Monterey County,California,0
0500000US06055,"Napa County, California",06055,Napa County,California,0
0500000US06057,"Nevada County, California",06057,Nevada County,California,0
0500000US06059,"Orange County, California",06059,Orange County,California,0
0500000US06061,"Placer County, California",06061,Placer County,California,0
0500000US06063,"Plumas County, California",06063,Plumas County,California,0
0500000US06065,"Riverside County, California",06065,Riverside County,California,1
0500000US06067,"Sacramento County, California",06067,Sacramento County,California,0
0500000US06069,"San Benito County, California",06069,San Benito County,California,0
0500000US06071,"San Bernardino County, California",06071,San Bernardino County,California,8
0500000US06073,"San Diego County, California",06073,San Diego County,California,3
0500000US06075,"San Francisco County, California",06075,San Francisco County,California,0
0500000US06077,"San Joaquin County, California",06077,San Joaquin County,California,0
0500000US06079,"San Luis Obispo County, California",06079,San Luis Obispo County,California,0
0500000US06081,"San Mateo County, California",06081,San Mateo County,California,0
0500000US06083,"Santa Barbara County, California",06083,Santa Barbara County,California,0
0500000US06085,"Santa Clara County, California",06085,Santa Clara County,California,0
0500000US06087,"Santa Cruz County, California",06087,Santa Cruz County,California,0
0500000US06089,"Shasta County, California",06089,Shasta County,California,0
0500000US06091,"Sierra County, California",06091,Sierra County,California,0
0500000US06093,"Siskiyou County, California",06093,Siskiyou County,California,0
0500000US06095,"Solano County, California",06095,Solano County,California,0
0500000US06097,"Sonoma County, California",06097,Sonoma County,California,0
0500000US06099,"Stanislaus County, California",06099,Stanislaus County,California,0
0500000US06101,"Sutter County, California",06101,Sutter County,California,0
0500000US06103,"Tehama County, California",06103,Tehama County,California,0
0500000US06105,"Trinity County, California",06105,Trinity County,California,0
0500000US06107,"Tulare County, California",06107,Tulare County,California,0
0500000US06109,"Tuolumne County, California",06109,Tuolumne County,California,0
0500000US06111,"Ventura County, California",06111,Ventura County,California,0
0500000US06113,"Yolo County, California",06113,Yolo County,California,0
0500000US06115,"Yuba County, California",06115,Yuba County,California,0
0500000US08001,"Adams County, Colorado",08001,Adams County,Colorado,0
0500000US08003,"Alamosa County, Colorado",08003,Alamosa County,Colorado,0
0500000US08005,"Arapahoe County, Colorado",08005,Arapahoe County,Colorado,0
0500000US08007,"Archuleta County, Colorado",08007,Archuleta County,Colorado,0
0500000US08009,"Baca County, Colorado",08009,Baca County,Colorado,0
0500000US08011,"Bent County, Colorado",08011,Bent County,Colorado,0
0500000US08013,"Boulder County, Colorado",08013,Boulder County,Colorado,0
0500000US08014,"Broomfield County, Colorado",08014,Broomfield County,Colorado,0
0500000US08015,"Chaffee County, Colorado",08015,Chaffee County,Colorado,0
0500000US08017,"Cheyenne County, Colorado",08017,Cheyenne County,Colorado,0
0500000US08019,"Clear Creek County, Colorado",08019,Clear Creek County,Colorado,0
0500000US08021,"Conejos County, Colorado",08021,Conejos County,Colorado,0
0500000US08023,"Costilla County, Colorado",08023,Costilla County,Colorado,0
0500000US08025,"Crowley County, Colorado",08025,Crowley County,Colorado,0
0500000US08027,"Custer County, Colorado",08027,Custer County,Colorado,0
0500000US08029,"Delta County, Colorado",08029,Delta County,Colorado,0
0500000US08031,"Denver County, Colorado",08031,Denver County,Colorado,0
0500000US08033,"Dolores County, Colorado",08033,Dolores County,Colorado,0
0500000US08035,"Douglas County, Colorado",08035,Douglas County,Colorado,0
0500000US08037,"Eagle County, Colorado",08037,Eagle County,Colorado,0
0500000US08039,"Elbert County, Colorado",08039,Elbert County,Colorado,0
0500000US08041,"El Paso County, Colorado",08041,El Paso County,Colorado,0
0500000US08043,"Fremont County, Colorado",08043,Fremont County,Colorado,0
0500000US08045,"Garfield County, Colorado",08045,Garfield County,Colorado,0
0500000US08047,"Gilpin County, Colorado",08047,Gilpin County,Colorado,0
0500000US08049,"Grand County, Colorado",08049,Grand County,Colorado,0
0500000US08051,"Gunnison County, Colorado",08051,Gunnison County,Colorado,0
0500000US08053,"Hinsdale County, Colorado",08053,Hinsdale County,Colorado,0
0500000US08055,"Huerfano County, Colorado",08055,Huerfano County,Colorado,0
0500000US08057,"Jackson County, Colorado",08057,Jackson County,Colorado,0
0500000US08059,"Jefferson County, Colorado",08059,Jefferson County,Colorado,0
0500000US08061,"Kiowa County, Colorado",08061,Kiowa County,Colorado,0
0500000US08063,"Kit Carson County, Colorado",08063,Kit Carson County,Colorado,0
0500000US08065,"Lake County, Colorado",08065,Lake County,Colorado,0
0500000US08067,"La Plata County, Colorado",08067,La Plata County,Colorado,0
0500000US08069,"Larimer County, Colorado",08069,Larimer County,Colorado,0
0500000US08071,"Las Animas County, Colorado",08071,Las Animas County,Colorado,0
0500000US08073,"Lincoln County, Colorado",08073,Lincoln County,Colorado,0
0500000US08075,"Logan County, Colorado",08075,Logan County,Colorado,0
0500000US08077,"Mesa County, Colorado",08077,Mesa County,Colorado,0
0500000US08079,"Mineral County, Colorado",08079,Mineral County,Colorado,0
0500000US08081,"Moffat County, Colorado",08081,Moffat County,Colorado,0
0500000US08083,"Montezuma County, Colorado",08083,Montezuma County,Colorado,0
0500000US08085,"Montrose County, Colorado",08085,Montrose County,Colorado,0
0500000US08087,"Morgan County, Colorado",08087,Morgan County,Colorado,0
0500000US08089,"Otero County, Colorado",08089,Otero County,Colorado,0
0500000US08091,"Ouray County, Colorado",08091,Ouray County,Colorado,0
0500000US08093,"Park County, Colorado",08093,Park County,Colorado,0
0500000US08095,"Phillips County, Colorado",08095,Phillips County,Colorado,0
0500000US08097,"Pitkin County, Colorado",08097,Pitkin County,Colorado,0
0500000US08099,"Prowers County, Colorado",08099,Prowers County,Colorado,0
0500000US08101,"Pueblo County, Colorado",08101,Pueblo County,Colorado,0
0500000US08103,"Rio Blanco County, Colorado",08103,Rio Blanco County,Colorado,0
0500000US08105,"Rio Grande County, Colorado",08105,Rio Grande County,Colorado,0
0500000US08107,"Routt County, Colorado",08107,Routt County,Colorado,0
0500000US08109,"Saguache County, Colorado",08109,Saguache County,Colorado,0
0500000US08111,"San Juan County, Colorado",08111,San Juan County,Colorado,0
0500000US08113,"San Miguel County, Colorado",08113,San Miguel County,Colorado,0
0500000US08115,"Sedgwick County, Colorado",08115,Sedgwick County,Colorado,0
0500000US08117,"Summit County, Colorado",08117,Summit County,Colorado,0
0500000US08119,"Teller County, Colorado",08119,Teller County,Colorado,0
0500000US08121,"Washington County, Colorado",08121,Washington County,Colorado,0
0500000US08123,"Weld County, Colorado",08123,Weld County,Colorado,0
0500000US08125,"Yuma County, Colorado",08125,Yuma County,Colorado,0
0500000US09110,"Capitol Planning Region, Connecticut",09110,Capitol Planning Region,Connecticut,0
0500000US09120,"Greater Bridgeport Planning Region, Connecticut",09120,Greater Bridgeport Planning Region,Connecticut,0
0500000US09130,"Lower Connecticut River Valley Planning Region, Connecticut",09130,Lower Connecticut River Valley Planning Region,Connecticut,0
0500000US09140,"Naugatuck Valley Planning Region, Connecticut",09140,Naugatuck Valley Planning Region,Connecticut,0
0500000US09150,"Northeastern Connecticut Planning Region, Connecticut",09150,Northeastern Connecticut Planning Region,Connecticut,0
0500000US09160,"Northwest Hills Planning Region, Connecticut",09160,Northwest Hills Planning Region,Connecticut,0
0500000US09170,"South Central Connecticut Planning Region, Connecticut",09170,South Central Connecticut Planning Region,Connecticut,0
0500000US09180,"Southeastern Connecticut Planning Region, Connecticut",09180,Southeastern Connecticut Planning Region,Connecticut,0
0500000US09190,"Western Connecticut Planning Region, Connecticut",09190,Western Connecticut Planning Region,Connecticut,0
0500000US10001,"Kent County, Delaware",10001,Kent County,Delaware,0
0500000US10003,"New Castle County, Delaware",10003,New Castle County,Delaware,1
0500000US10005,"Sussex County, Delaware",10005,Sussex County,Delaware,0
0500000US11001,"District of Columbia, District of Columbia",11001,District of Columbia,District of Columbia,0
0500000US12001,"Alachua County, Florida",12001,Alachua County,Florida,0
0500000US12003,"Baker County, Florida",12003,Baker County,Florida,0
0500000US12005,"Bay County, Florida",12005,Bay County,Florida,1
0500000US12007,"Bradford County, Florida",12007,Bradford County,Florida,0
0500000US12009,"Brevard County, Florida",12009,Brevard County,Florida,0
0500000US12011,"Broward County, Florida",12011,Broward County,Florida,0
0500000US12013,"Calhoun County, Florida",12013,Calhoun County,Florida,0
0500000US12015,"Charlotte County, Florida",12015,Charlotte County,Florida,0
0500000US12017,"Citrus County, Florida",12017,Citrus County,Florida,0
0500000US12019,"Clay County, Florida",12019,Clay County,Florida,0
0500000US12021,"Collier County, Florida",12021,Collier County,Florida,0
0500000US12023,"Columbia County, Florida",12023,Columbia County,Florida,0
0500000US12027,"DeSoto County, Florida",12027,DeSoto County,Florida,0
0500000US12029,"Dixie County, Florida",12029,Dixie County,Florida,0
0500000US12031,"Duval County, Florida",12031,Duval County,Florida,0
0500000US12033,"Escambia County, Florida",12033,Escambia County,Florida,1
0500000US12035,"Flagler County, Florida",12035,Flagler County,Florida,0
0500000US12037,"Franklin County, Florida",12037,Franklin County,Florida,0
0500000US12039,"Gadsden County, Florida",12039,Gadsden County,Florida,0
0500000US12041,"Gilchrist County, Florida",12041,Gilchrist County,Florida,0
0500000US12043,"Glades County, Florida",12043,Glades County,Florida,0
0500000US12045,"Gulf County, Florida",12045,Gulf County,Florida,0
0500000US12047,"Hamilton County, Florida",12047,Hamilton County,Florida,0
0500000US12049,"Hardee County, Florida",12049,Hardee County,Florida,0
0500000US12051,"Hendry County, Florida",12051,Hendry County,Florida,0
0500000US12053,"Hernando County, Florida",12053,Hernando County,Florida,0
0500000US12055,"Highlands County, Florida",12055,Highlands County,Florida,0
0500000US12057,"Hillsborough County, Florida",12057,Hillsborough County,Florida,0
0500000US12059,"Holmes County, Florida",12059,Holmes County,Florida,0
0500000US12061,"Indian River County, Florida",12061,Indian River County,Florida,0
0500000US12063,"Jackson County, Florida",12063,Jackson County,Florida,0
0500000US12065,"Jefferson County, Florida",12065,Jefferson County,Florida,1
0500000US12067,"Lafayette County, Florida",12067,Lafayette County,Florida,0
0500000US12069,"Lake County, Florida",12069,Lake County,Florida,0
0500000US12071,"Lee County, Florida",12071,Lee County,Florida,0
0500000US12073,"Leon County, Florida",12073,Leon County,Florida,0
0500000US12075,"Levy County, Florida",12075,Levy County,Florida,0
0500000US12077,"Liberty County, Florida",12077,Liberty County,Florida,1
0500000US12079,"Madison County, Florida",12079,Madison County,Florida,0
0500000US12081,"Manatee County, Florida",12081,Manatee County,Florida,0
0500000US12083,"Marion County, Florida",12083,Marion County,Florida,0
0500000US12085,"Martin County, Florida",12085,Martin County,Florida,0
0500000US12086,"Miami-Dade County, Florida",12086,Miami-Dade County,Florida,0
0500000US12087,"Monroe County, Florida",12087,Monroe County,Florida,0
0500000US12089,"Nassau County, Florida",12089,Nassau County,Florida,0
0500000US12091,"Okaloosa County, Florida",12091,Okaloosa County,Florida,1
0500000US12093,"Okeechobee County, Florida",12093,Okeechobee County,Florida,0
0500000US12095,"Orange County, Florida",12095,Orange County,Florida,0
0500000US12097,"Osceola County, Florida",12097,Osceola County,Florida,1
0500000US12099,"Palm Beach County, Florida",12099,Palm Beach County,Florida,0
0500000US12101,"Pasco County, Florida",12101,Pasco County,Florida,0
0500000US12103,"Pinellas County, Florida",12103,Pinellas County,Florida,0
0500000US12105,"Polk County, Florida",12105,Polk County,Florida,0
0500000US12107,"Putnam County, Florida",12107,Putnam County,Florida,0
0500000US12109,"St. Johns County, Florida",12109,St. Johns County,Florida,0
0500000US12111,"St. Lucie County, Florida",12111,St. Lucie County,Florida,0
0500000US12113,"Santa Rosa County, Florida",12113,Santa Rosa County,Florida,0
0500000US12115,"Sarasota County, Florida",12115,Sarasota County,Florida,0
0500000US12117,"Seminole County, Florida",12117,Seminole County,Florida,0
0500000US12119,"Sumter County, Florida",12119,Sumter County,Florida,0
0500000US12121,"Suwannee County, Florida",12121,Suwannee County,Florida,0
0500000US12123,"Taylor County, Florida",12123,Taylor County,Florida,0
0500000US12125,"Union County, Florida",12125,Union County,Florida,0
0500000US12127,"Volusia County, Florida",12127,Volusia County,Florida,0
0500000US12129,"Wakulla County, Florida",12129,Wakulla County,Florida,0
0500000US12131,"Walton County, Florida",12131,Walton County,Florida,0
0500000US12133,"Washington County, Florida",12133,Washington County,Florida,2
0500000US13001,"Appling County, Georgia",13001,Appling County,Georgia,1
0500000US13003,"Atkinson County, Georgia",13003,Atkinson County,Georgia,0
0500000US13005,"Bacon County, Georgia",13005,Bacon County,Georgia,0
